mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	29						
4	4	7	7	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	30						
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	31						
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	32				3		
5	5	9	9	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	33				3		
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	34				3		
5	5	8	8	0.0	0	0	Dynamic	2/4	2	1	0				p					
5	5	8	8	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	35		articStaccatoAbove				
5	5	9	9	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	36		articStaccatoAbove				
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	37		articStaccatoAbove				
5	5	8	8	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	38						
6	6	10	10	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	39				3		
6	6	10	10	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	40				4		
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	41				4		
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	42				4		
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	43				4		
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	44				3		
7	7	13	13	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	45				3		
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	46				3		
7	7	12	12	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	47						
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	48						
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	49						
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	50						
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	51				4		
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	52				4		
7	7	13	13	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	53				4		
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	54				4		
8	8	14	14	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	55				3		
8	8	15	15	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	56						
8	8	14	14	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	57				4		
8	8	15	15	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	58				4		
8	8	14	14	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	59						
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	60						
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	61						
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	62						
9	9	16	16	0.0	0	0	Dynamic	2/4	1	1	0				pp					
9	9	16	16	0.0	0	0	StaffText	2/4	1	1	0						Schneller			
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	63		articStaccatoBelow				
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	64		articStaccatoBelow				
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	65		articStaccatoBelow				
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	66		articStaccatoBelow				
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	67				5		
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	68				5		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	69				5		
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	70				5		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	71				5		
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	72		articStaccatoBelow				
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	73		articStaccatoBelow				
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	74		articStaccatoBelow				
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	75		articAccentBelow				
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	76				5		
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	77				5		
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	78						
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	79				6		
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	80		articStaccatoBelow				
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	81		articStaccatoBelow				
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	82		articStaccatoBelow				
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	83		articStaccatoBelow				
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	84				6		
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	85				6		
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	86				6		
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	87				6		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	88				6		
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	89		articStaccatoBelow				
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	90		articStaccatoBelow				
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	91						
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	92		articAccentBelow				
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	93				6		
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	94				6		
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	95						
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	96		articAccentBelow				
13	13	24	24	0.0	0	0	Dynamic	2/4	1	1	0				pp					
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	97		articStaccatoAbove		7		
13	13	25	25	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	98				7		
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	99						
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	100				8		
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	101				8		
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	102				8		
14	14	26	26	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	103				9		
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	104				9		
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	105				9		
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	106				9		
14	14	53/2	53/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4	1/4	1	107						
14	14	26	26	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	108				8		
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	109				8		
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	110				9		
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	111				9		
15	15	29	29	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	112				9		
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	113				9		
15	15	28	28	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	114						
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	115						
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	116						
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	117						
15	15	28	28	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	118				8		
15	15	29	29	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	119				8		
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	120				8		
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	121				9		
16	16	31	31	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	122						
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	123				8		
16	16	31	31	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	124				8		
16	16	30	30	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	125						
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	126						
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	127						
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	128						
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	129				10		
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	130				10		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	131				10		
17	17	32	32	0.0	0	0	Dynamic	2/4	2	1	0				p					
17	17	32	32	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	132		articStaccatoAbove				
17	17	33	33	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	133		articStaccatoAbove				
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	134		articStaccatoAbove				
17	17	32	32	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	135						
18	18	34	34	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	136				10		
18	18	34	34	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	137				11		
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	138				11		
18	18	35	35	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	139				11		
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	140				11		
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	141				10		
19	19	37	37	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	142				10		
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	143				10		
19	19	36	36	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	144						
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	145						
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	146						
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	147						
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	148				11		
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	149				11		
19	19	37	37	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	150				11		
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	151				11		
20	20	38	38	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	152				10		
20	20	39	39	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	153						
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	154				11		
20	20	39	39	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	155				11		
20	20	38	38	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	156						
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	157						
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	158						
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	159						
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0				f					
21	21	40	40	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	160				12		
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	161				12		
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	162				12		
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	163				12		
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	164						
21	21	83/2	83/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0				sf					
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	165						
21	21	40	40	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	166						
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	167				13		
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	168				13		
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	169				13		
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	170				13		
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	171						
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	172						
21	21	40	40	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	173						
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	174						
22	22	85/2	85/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0				sf					
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	175						
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	176						
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	177						
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	178						
22	22	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	179						
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	180						
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	181				14		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	182				14		
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	183				14		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	184				14		
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	185						
23	23	91/2	91/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0				sf					
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	186						
23	23	44	44	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	187						
23	23	44	44	0.0	0	0	Dynamic	2/4	2	1	0				sf					
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	188				15		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	189				15		
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	190				15		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	191				15		
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	192						
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	193						
23	23	44	44	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	194						
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	195						
24	24	93/2	93/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0				sf					
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	196						
24	24	47	47	0.0	1/4	1/4	Dynamic	2/4	1	1	0				sf					
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	197						
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	198						
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	199						
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	200						
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	201						
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	202						
25	25	48	48	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	203				16		
25	25	49	49	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	204				16		
25	25	48	48	0.0	0	0	Dynamic	2/4	2	1	0				p					
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	205						
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	206						
25	25	49	49	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	207						
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	208						
26	26	50	50	0.0	0	0	Spanner	2/4	1	1	0							16		0
26	26	50	50	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	209				16		0
26	26	51	51	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	210						0
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	211						
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	212						
26	26	51	51	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	213						
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	214						
27	27	52	52	0.0	0	0	StaffText	2/4	1	1	0						ritard.			
27	27	52	52	0.0	0	0	Spanner	2/4	1	1	0									
27	27	52	52	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	215				17		
27	27	53	53	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	216				17		
27	27	52	52	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	217						
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	218						
27	27	53	53	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	219						
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	220						
28	28	54	54	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	221				17		
28	28	55	55	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	222						
28	28	55	55	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	223						
28	28	54	54	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	224						
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	225						
28	28	55	55	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	226						
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	227						
29	29	56	56	0.0	0	0	Dynamic	2/4	1	1	0				p					
29	29	56	56	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	228		articStaccatoAbove		18		
29	29	57	57	0.0	1/4	1/4	Spanner	2/4	1	1	0							18	0	
29	29	57	57	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	229				18	0	
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	230					0	
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	231				19		
29	29	57	57	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	232				19		
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	233				19		
29	29	56	56	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	234						
30	30	58	58	0.0	0	0	Spanner	2/4	1	1	0									
30	30	58	58	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	235				20		
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	236				20		
30	30	59	59	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	237				20		
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	238				20		
30	30	117/2	117/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4	1/4	1	239						
30	30	58	58	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	240				19		
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	241				19		
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	242				20		
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	243				20		
31	31	61	61	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	244				20		
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	245				20		
31	31	60	60	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	246						
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	247						
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	248						
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	249						
31	31	60	60	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	250				19		
31	31	61	61	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	251				19		
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	252				19		
32	32	62	62	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	253				20		
32	32	63	63	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	254						
32	32	62	62	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	255				19		
32	32	63	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	256				19		
32	32	62	62	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	257						
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	258						
32	32	63	63	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	259						
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	260						
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	261				21		
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	262				21		
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	263				21		
33	33	64	64	0.0	0	0	Dynamic	2/4	2	1	0				p					
33	33	64	64	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	264		articStaccatoAbove				
33	33	65	65	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	265		articStaccatoAbove				
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	266		articStaccatoAbove				
33	33	64	64	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	267						
34	34	66	66	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	268				21		
34	34	66	66	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	269				22		
